electrcity_use_kwh,occupied,hour,day_of_week,building_BUILD_H_01,building_BUILD_H_03,building_BUILD_H_04,building_BUILD_H_05,building_BUILD_H_06,building_BUILD_H_07,building_BUILD_H_08
0.59,1,2,1,False,False,False,False,False,True,False
0.37,1,3,1,False,False,False,False,False,True,False
0.1,1,4,1,False,False,False,False,False,True,False
0.15,1,5,1,False,False,False,False,False,True,False
0.15,1,6,1,False,False,False,False,False,True,False
0.09,0,7,1,False,False,False,False,False,True,False
0.08,0,8,1,False,False,False,False,False,True,False
0.15,0,9,1,False,False,False,False,False,True,False
0.11,0,10,1,False,False,False,False,False,True,False
0.11,0,11,1,False,False,False,False,False,True,False
0.1,0,12,1,False,False,False,False,False,True,False
0.09,0,13,1,False,False,False,False,False,True,False
0.1,0,14,1,False,False,False,False,False,True,False
0.08,0,15,1,False,False,False,False,False,True,False
0.09,0,16,1,False,False,False,False,False,True,False
0.1,0,17,1,False,False,False,False,False,True,False
0.09,0,18,1,False,False,False,False,False,True,False
0.1,0,19,1,False,False,False,False,False,True,False
0.1,0,20,1,False,False,False,False,False,True,False
0.09,0,21,1,False,False,False,False,False,True,False
0.32,1,22,0,False,False,False,False,False,False,True
0.28,1,23,0,False,False,False,False,False,False,True
0.33,1,0,1,False,False,False,False,False,False,True
0.29,1,1,1,False,False,False,False,False,False,True
0.28,1,2,1,False,False,False,False,False,False,True
0.29,1,3,1,False,False,False,False,False,False,True
1.09,1,4,1,False,False,False,False,False,False,True
1.05,1,5,1,False,False,False,False,False,False,True
0.37,1,6,1,False,False,False,False,False,False,True
0.56,1,7,1,False,False,False,False,False,False,True
0.58,1,8,1,False,False,False,False,False,False,True
0.34,1,9,1,False,False,False,False,False,False,True
0.35,1,10,1,False,False,False,False,False,False,True
0.18,1,11,1,False,False,False,False,False,False,True
8.51,0,12,1,False,False,False,False,False,False,True
11.83,1,13,1,False,False,False,False,False,False,True
3.44,1,14,1,False,False,False,False,False,False,True
2.14,1,15,1,False,False,False,False,False,False,True
0.4,1,16,1,False,False,False,False,False,False,True
1.04,1,17,1,False,False,False,False,False,False,True
0.81,1,18,1,False,False,False,False,False,False,True
0.77,1,19,1,False,False,False,False,False,False,True
1.05,1,20,1,False,False,False,False,False,False,True
0.38,1,21,1,False,False,False,False,False,False,True
0.21,1,22,1,False,False,False,False,False,False,True
0.15,1,23,1,False,False,False,False,False,False,True
0.15,1,0,2,False,False,False,False,False,False,True
0.14,1,1,2,False,False,False,False,False,False,True
0.13,1,2,2,False,False,False,False,False,False,True
0.14,1,3,2,False,False,False,False,False,False,True
0.6,1,4,2,False,False,False,False,False,False,True
0.3,1,5,2,False,False,False,False,False,False,True
0.83,1,6,2,False,False,False,False,False,False,True
0.32,1,7,2,False,False,False,False,False,False,True
0.34,1,8,2,False,False,False,False,False,False,True
0.41,1,9,2,False,False,False,False,False,False,True
0.27,1,10,2,False,False,False,False,False,False,True
0.19,1,11,2,False,False,False,False,False,False,True
0.24,1,12,2,False,False,False,False,False,False,True
0.75,1,13,2,False,False,False,False,False,False,True
0.16,1,14,2,False,False,False,False,False,False,True
0.69,1,15,2,False,False,False,False,False,False,True
0.32,1,16,2,False,False,False,False,False,False,True
0.64,1,17,2,False,False,False,False,False,False,True
0.65,1,18,2,False,False,False,False,False,False,True
0.83,1,19,2,False,False,False,False,False,False,True
0.29,1,20,2,False,False,False,False,False,False,True
0.29,1,21,2,False,False,False,False,False,False,True
0.27,1,22,2,False,False,False,False,False,False,True
0.29,1,23,2,False,False,False,False,False,False,True
0.27,1,0,3,False,False,False,False,False,False,True
0.25,1,1,3,False,False,False,False,False,False,True
0.23,1,2,3,False,False,False,False,False,False,True
0.88,1,3,3,False,False,False,False,False,False,True
0.32,1,4,3,False,False,False,False,False,False,True
0.45,1,5,3,False,False,False,False,False,False,True
0.35,1,6,3,False,False,False,False,False,False,True
0.3,1,7,3,False,False,False,False,False,False,True
0.27,1,8,3,False,False,False,False,False,False,True
0.55,1,9,3,False,False,False,False,False,False,True
0.18,1,10,3,False,False,False,False,False,False,True
11.17,0,11,3,False,False,False,False,False,False,True
1.09,1,12,3,False,False,False,False,False,False,True
1.32,1,13,3,False,False,False,False,False,False,True
2.72,1,14,3,False,False,False,False,False,False,True
2.19,1,15,3,False,False,False,False,False,False,True
0.28,1,16,3,False,False,False,False,False,False,True
0.34,1,17,3,False,False,False,False,False,False,True
0.34,1,18,3,False,False,False,False,False,False,True
0.68,1,19,3,False,False,False,False,False,False,True
0.7,1,20,3,False,False,False,False,False,False,True
0.25,1,21,3,False,False,False,False,False,False,True
0.16,1,22,3,False,False,False,False,False,False,True
0.16,1,23,3,False,False,False,False,False,False,True
0.16,1,0,4,False,False,False,False,False,False,True
0.14,1,1,4,False,False,False,False,False,False,True
0.14,1,2,4,False,False,False,False,False,False,True
0.18,1,3,4,False,False,False,False,False,False,True
0.21,1,4,4,False,False,False,False,False,False,True
0.64,1,5,4,False,False,False,False,False,False,True
0.35,1,6,4,False,False,False,False,False,False,True
0.2,1,7,4,False,False,False,False,False,False,True
0.19,1,8,4,False,False,False,False,False,False,True
0.21,1,9,4,False,False,False,False,False,False,True
0.44,1,10,4,False,False,False,False,False,False,True
6.12,1,11,4,False,False,False,False,False,False,True
11.82,1,12,4,False,False,False,False,False,False,True
12.26,1,13,4,False,False,False,False,False,False,True
11.83,1,14,4,False,False,False,False,False,False,True
0.17,1,15,4,False,False,False,False,False,False,True
0.12,0,16,4,False,False,False,False,False,False,True
0.12,0,17,4,False,False,False,False,False,False,True
0.52,1,18,4,False,False,False,False,False,False,True
0.74,1,19,4,False,False,False,False,False,False,True
0.23,1,20,4,False,False,False,False,False,False,True
0.25,1,21,4,False,False,False,False,False,False,True
0.14,1,22,4,False,False,False,False,False,False,True
0.17,1,23,4,False,False,False,False,False,False,True
0.13,1,0,5,False,False,False,False,False,False,True
0.14,1,1,5,False,False,False,False,False,False,True
0.13,1,2,5,False,False,False,False,False,False,True
0.14,1,3,5,False,False,False,False,False,False,True
0.24,1,4,5,False,False,False,False,False,False,True
0.25,1,5,5,False,False,False,False,False,False,True
1.25,1,6,5,False,False,False,False,False,False,True
0.66,1,7,5,False,False,False,False,False,False,True
0.53,1,8,5,False,False,False,False,False,False,True
0.59,1,9,5,False,False,False,False,False,False,True
1.22,1,10,5,False,False,False,False,False,False,True
0.35,1,11,5,False,False,False,False,False,False,True
0.43,1,12,5,False,False,False,False,False,False,True
0.75,1,13,5,False,False,False,False,False,False,True
2.75,1,14,5,False,False,False,False,False,False,True
1.71,1,15,5,False,False,False,False,False,False,True
0.61,1,16,5,False,False,False,False,False,False,True
0.5,1,17,5,False,False,False,False,False,False,True
2.23,1,18,5,False,False,False,False,False,False,True
1.32,1,19,5,False,False,False,False,False,False,True
0.63,1,20,5,False,False,False,False,False,False,True
1.55,1,21,5,False,False,False,False,False,False,True
0.96,1,22,5,False,False,False,False,False,False,True
0.51,1,23,5,False,False,False,False,False,False,True
0.19,1,0,6,False,False,False,False,False,False,True
0.15,1,1,6,False,False,False,False,False,False,True
0.15,1,2,6,False,False,False,False,False,False,True
0.15,1,3,6,False,False,False,False,False,False,True
0.15,1,4,6,False,False,False,False,False,False,True
0.61,1,5,6,False,False,False,False,False,False,True
0.34,1,6,6,False,False,False,False,False,False,True
0.46,1,7,6,False,False,False,False,False,False,True
0.99,1,8,6,False,False,False,False,False,False,True
0.35,1,9,6,False,False,False,False,False,False,True
0.26,1,10,6,False,False,False,False,False,False,True
0.5,1,11,6,False,False,False,False,False,False,True
2.84,1,12,6,False,False,False,False,False,False,True
11.97,1,13,6,False,False,False,False,False,False,True
7.96,1,14,6,False,False,False,False,False,False,True
0.18,1,15,6,False,False,False,False,False,False,True
0.18,1,16,6,False,False,False,False,False,False,True
0.23,1,17,6,False,False,False,False,False,False,True
0.38,1,18,6,False,False,False,False,False,False,True
0.35,1,19,6,False,False,False,False,False,False,True
0.37,1,20,6,False,False,False,False,False,False,True
0.41,1,21,6,False,False,False,False,False,False,True
0.31,1,22,6,False,False,False,False,False,False,True
0.3,1,23,6,False,False,False,False,False,False,True
0.29,1,0,0,False,False,False,False,False,False,True
0.28,1,1,0,False,False,False,False,False,False,True
0.22,1,2,0,False,False,False,False,False,False,True
0.22,1,3,0,False,False,False,False,False,False,True
0.28,1,4,0,False,False,False,False,False,False,True
0.61,1,5,0,False,False,False,False,False,False,True
0.83,1,6,0,False,False,False,False,False,False,True
1.27,1,7,0,False,False,False,False,False,False,True
0.71,1,8,0,False,False,False,False,False,False,True
0.88,1,9,0,False,False,False,False,False,False,True
0.79,1,10,0,False,False,False,False,False,False,True
0.34,1,11,0,False,False,False,False,False,False,True
0.44,1,12,0,False,False,False,False,False,False,True
0.38,1,13,0,False,False,False,False,False,False,True
1.35,1,14,0,False,False,False,False,False,False,True
0.49,1,15,0,False,False,False,False,False,False,True
0.57,1,16,0,False,False,False,False,False,False,True
1.06,1,17,0,False,False,False,False,False,False,True
0.57,1,18,0,False,False,False,False,False,False,True
0.59,1,19,0,False,False,False,False,False,False,True
0.41,1,20,0,False,False,False,False,False,False,True
0.2,1,21,0,False,False,False,False,False,False,True
0.15,1,22,0,False,False,False,False,False,False,True
0.13,1,23,0,False,False,False,False,False,False,True
11.03,1,0,1,False,False,False,False,False,False,True
11.27,1,1,1,False,False,False,False,False,False,True
5.18,1,2,1,False,False,False,False,False,False,True
0.14,1,3,1,False,False,False,False,False,False,True
0.34,1,4,1,False,False,False,False,False,False,True
0.32,1,5,1,False,False,False,False,False,False,True
0.36,1,6,1,False,False,False,False,False,False,True
0.47,1,7,1,False,False,False,False,False,False,True
0.5,1,8,1,False,False,False,False,False,False,True
0.39,1,9,1,False,False,False,False,False,False,True
0.43,1,10,1,False,False,False,False,False,False,True
0.45,1,11,1,False,False,False,False,False,False,True
0.35,1,12,1,False,False,False,False,False,False,True
0.36,1,13,1,False,False,False,False,False,False,True
0.4,1,14,1,False,False,False,False,False,False,True
0.44,1,15,1,False,False,False,False,False,False,True
0.44,1,16,1,False,False,False,False,False,False,True
1.35,1,17,1,False,False,False,False,False,False,True
0.73,1,18,1,False,False,False,False,False,False,True
0.33,1,19,1,False,False,False,False,False,False,True
0.22,1,20,1,False,False,False,False,False,False,True
0.22,1,21,1,False,False,False,False,False,False,True
0.15,1,22,1,False,False,False,False,False,False,True
0.16,1,23,1,False,False,False,False,False,False,True
11.06,1,0,2,False,False,False,False,False,False,True
6.37,1,1,2,False,False,False,False,False,False,True
0.15,1,2,2,False,False,False,False,False,False,True
0.16,1,3,2,False,False,False,False,False,False,True
0.3,1,4,2,False,False,False,False,False,False,True
0.13,1,5,2,False,False,False,False,False,False,True
0.12,1,6,2,False,False,False,False,False,False,True
0.11,1,7,2,False,False,False,False,False,False,True
0.12,1,8,2,False,False,False,False,False,False,True
0.12,1,9,2,False,False,False,False,False,False,True
0.12,1,10,2,False,False,False,False,False,False,True
0.41,1,11,2,False,False,False,False,False,False,True
0.25,1,12,2,False,False,False,False,False,False,True
0.17,1,13,2,False,False,False,False,False,False,True
0.16,1,14,2,False,False,False,False,False,False,True
0.34,1,15,2,False,False,False,False,False,False,True
1.18,1,16,2,False,False,False,False,False,False,True
0.25,1,17,2,False,False,False,False,False,False,True
0.35,1,18,2,False,False,False,False,False,False,True
0.33,1,19,2,False,False,False,False,False,False,True
0.26,1,20,2,False,False,False,False,False,False,True
0.26,1,21,2,False,False,False,False,False,False,True
0.23,1,22,2,False,False,False,False,False,False,True
0.24,1,23,2,False,False,False,False,False,False,True
0.19,1,0,3,False,False,False,False,False,False,True
0.14,1,1,3,False,False,False,False,False,False,True
0.13,1,2,3,False,False,False,False,False,False,True
0.11,1,3,3,False,False,False,False,False,False,True
0.33,1,4,3,False,False,False,False,False,False,True
0.16,1,5,3,False,False,False,False,False,False,True
0.11,1,6,3,False,False,False,False,False,False,True
0.13,1,7,3,False,False,False,False,False,False,True
0.23,1,8,3,False,False,False,False,False,False,True
0.13,1,9,3,False,False,False,False,False,False,True
0.12,1,10,3,False,False,False,False,False,False,True
0.11,0,11,3,False,False,False,False,False,False,True
0.52,1,12,3,False,False,False,False,False,False,True
0.15,1,13,3,False,False,False,False,False,False,True
0.11,1,14,3,False,False,False,False,False,False,True
0.24,1,15,3,False,False,False,False,False,False,True
0.26,1,16,3,False,False,False,False,False,False,True
1.27,1,17,3,False,False,False,False,False,False,True
1.15,1,18,3,False,False,False,False,False,False,True
0.25,1,19,3,False,False,False,False,False,False,True
0.22,1,20,3,False,False,False,False,False,False,True
0.26,1,21,3,False,False,False,False,False,False,True
0.23,1,22,3,False,False,False,False,False,False,True
10.88,1,23,3,False,False,False,False,False,False,True
11.22,1,0,4,False,False,False,False,False,False,True
11.18,1,1,4,False,False,False,False,False,False,True
7.52,1,2,4,False,False,False,False,False,False,True
0.16,1,3,4,False,False,False,False,False,False,True
0.39,1,4,4,False,False,False,False,False,False,True
0.16,1,5,4,False,False,False,False,False,False,True
0.17,1,6,4,False,False,False,False,False,False,True
0.17,1,7,4,False,False,False,False,False,False,True
0.61,0,8,4,False,False,False,False,False,False,True
0.25,0,9,4,False,False,False,False,False,False,True
0.59,0,10,4,False,False,False,False,False,False,True
0.17,1,11,4,False,False,False,False,False,False,True
0.16,1,12,4,False,False,False,False,False,False,True
0.2,1,13,4,False,False,False,False,False,False,True
0.17,1,14,4,False,False,False,False,False,False,True
0.28,1,15,4,False,False,False,False,False,False,True
0.31,1,16,4,False,False,False,False,False,False,True
0.39,1,17,4,False,False,False,False,False,False,True
0.36,1,18,4,False,False,False,False,False,False,True
0.62,1,19,4,False,False,False,False,False,False,True
0.67,1,20,4,False,False,False,False,False,False,True
0.64,1,21,4,False,False,False,False,False,False,True
0.26,1,22,4,False,False,False,False,False,False,True
0.27,1,23,4,False,False,False,False,False,False,True
0.15,1,0,5,False,False,False,False,False,False,True
0.12,1,1,5,False,False,False,False,False,False,True
0.11,1,2,5,False,False,False,False,False,False,True
0.13,1,3,5,False,False,False,False,False,False,True
0.13,1,4,5,False,False,False,False,False,False,True
0.64,1,5,5,False,False,False,False,False,False,True
1.44,1,6,5,False,False,False,False,False,False,True
0.31,1,7,5,False,False,False,False,False,False,True
0.4,1,8,5,False,False,False,False,False,False,True
0.19,1,9,5,False,False,False,False,False,False,True
0.16,1,10,5,False,False,False,False,False,False,True
0.16,1,11,5,False,False,False,False,False,False,True
2.78,1,12,5,False,False,False,False,False,False,True
7.64,1,13,5,False,False,False,False,False,False,True
0.21,1,14,5,False,False,False,False,False,False,True
0.47,1,15,5,False,False,False,False,False,False,True
2.13,1,16,5,False,False,False,False,False,False,True
0.76,1,17,5,False,False,False,False,False,False,True
0.32,1,18,5,False,False,False,False,False,False,True
0.44,1,19,5,False,False,False,False,False,False,True
0.28,1,20,5,False,False,False,False,False,False,True
0.29,1,21,5,False,False,False,False,False,False,True
11.1,1,22,5,False,False,False,False,False,False,True
11.23,1,23,5,False,False,False,False,False,False,True
11.23,1,0,6,False,False,False,False,False,False,True
4.38,1,1,6,False,False,False,False,False,False,True
6.33,1,2,6,False,False,False,False,False,False,True
0.33,1,3,6,False,False,False,False,False,False,True
0.29,1,4,6,False,False,False,False,False,False,True
0.6,1,5,6,False,False,False,False,False,False,True
0.94,1,6,6,False,False,False,False,False,False,True
0.8,1,7,6,False,False,False,False,False,False,True
0.33,1,8,6,False,False,False,False,False,False,True
0.2,1,9,6,False,False,False,False,False,False,True
0.21,1,10,6,False,False,False,False,False,False,True
0.21,1,11,6,False,False,False,False,False,False,True
0.19,1,12,6,False,False,False,False,False,False,True
0.19,1,13,6,False,False,False,False,False,False,True
0.18,1,14,6,False,False,False,False,False,False,True
0.18,1,15,6,False,False,False,False,False,False,True
0.2,1,16,6,False,False,False,False,False,False,True
0.91,1,17,6,False,False,False,False,False,False,True
0.21,1,18,6,False,False,False,False,False,False,True
0.2,1,19,6,False,False,False,False,False,False,True
0.16,1,20,6,False,False,False,False,False,False,True
0.18,1,21,6,False,False,False,False,False,False,True
0.17,1,22,6,False,False,False,False,False,False,True
0.15,1,23,6,False,False,False,False,False,False,True
0.16,1,0,0,False,False,False,False,False,False,True
0.11,1,1,0,False,False,False,False,False,False,True
0.15,1,2,0,False,False,False,False,False,False,True
0.15,1,3,0,False,False,False,False,False,False,True
0.11,1,4,0,False,False,False,False,False,False,True
0.17,1,5,0,False,False,False,False,False,False,True
0.36,1,6,0,False,False,False,False,False,False,True
0.22,1,7,0,False,False,False,False,False,False,True
0.26,1,8,0,False,False,False,False,False,False,True
0.1,1,9,0,False,False,False,False,False,False,True
0.14,0,10,0,False,False,False,False,False,False,True
0.14,0,11,0,False,False,False,False,False,False,True
0.11,0,12,0,False,False,False,False,False,False,True
0.22,0,13,0,False,False,False,False,False,False,True
0.11,1,14,0,False,False,False,False,False,False,True
0.34,1,15,0,False,False,False,False,False,False,True
0.63,1,16,0,False,False,False,False,False,False,True
0.16,1,17,0,False,False,False,False,False,False,True
0.14,1,18,0,False,False,False,False,False,False,True
0.28,1,19,0,False,False,False,False,False,False,True
0.24,1,20,0,False,False,False,False,False,False,True
0.55,1,21,0,False,False,False,False,False,False,True
0.65,1,22,0,False,False,False,False,False,False,True
0.14,1,23,0,False,False,False,False,False,False,True
0.21,1,0,1,False,False,False,False,False,False,True
0.15,1,1,1,False,False,False,False,False,False,True
0.11,1,2,1,False,False,False,False,False,False,True
0.13,1,3,1,False,False,False,False,False,False,True
0.12,1,4,1,False,False,False,False,False,False,True
0.12,1,5,1,False,False,False,False,False,False,True
0.14,1,6,1,False,False,False,False,False,False,True
0.13,1,7,1,False,False,False,False,False,False,True
0.13,1,8,1,False,False,False,False,False,False,True
0.15,1,9,1,False,False,False,False,False,False,True
0.14,0,10,1,False,False,False,False,False,False,True
0.14,0,11,1,False,False,False,False,False,False,True
0.19,1,12,1,False,False,False,False,False,False,True
0.13,1,13,1,False,False,False,False,False,False,True
0.09,1,14,1,False,False,False,False,False,False,True
0.12,1,15,1,False,False,False,False,False,False,True
0.12,1,16,1,False,False,False,False,False,False,True
1.22,1,17,1,False,False,False,False,False,False,True
0.24,1,18,1,False,False,False,False,False,False,True
0.31,1,19,1,False,False,False,False,False,False,True
0.36,1,20,1,False,False,False,False,False,False,True
0.4,1,21,1,False,False,False,False,False,False,True
10.94,1,22,1,False,False,False,False,False,False,True
11.26,1,23,1,False,False,False,False,False,False,True
11.25,1,0,2,False,False,False,False,False,False,True
11.19,1,1,2,False,False,False,False,False,False,True
11.29,1,2,2,False,False,False,False,False,False,True
1.62,1,3,2,False,False,False,False,False,False,True
0.17,1,4,2,False,False,False,False,False,False,True
0.32,1,5,2,False,False,False,False,False,False,True
0.93,1,6,2,False,False,False,False,False,False,True
0.25,1,7,2,False,False,False,False,False,False,True
0.28,1,8,2,False,False,False,False,False,False,True
0.53,1,9,2,False,False,False,False,False,False,True
0.66,1,10,2,False,False,False,False,False,False,True
0.36,1,11,2,False,False,False,False,False,False,True
0.42,1,12,2,False,False,False,False,False,False,True
0.9,1,13,2,False,False,False,False,False,False,True
0.32,1,14,2,False,False,False,False,False,False,True
1.12,1,15,2,False,False,False,False,False,False,True
0.36,1,16,2,False,False,False,False,False,False,True
0.27,1,17,2,False,False,False,False,False,False,True
0.3,1,18,2,False,False,False,False,False,False,True
0.58,1,19,2,False,False,False,False,False,False,True
0.62,1,20,2,False,False,False,False,False,False,True
0.52,1,21,2,False,False,False,False,False,False,True
0.27,1,22,2,False,False,False,False,False,False,True
0.22,1,23,2,False,False,False,False,False,False,True
0.26,1,0,3,False,False,False,False,False,False,True
0.23,1,1,3,False,False,False,False,False,False,True
0.62,1,2,3,False,False,False,False,False,False,True
0.26,1,3,3,False,False,False,False,False,False,True
0.32,1,4,3,False,False,False,False,False,False,True
0.24,1,5,3,False,False,False,False,False,False,True
0.31,1,6,3,False,False,False,False,False,False,True
0.24,1,7,3,False,False,False,False,False,False,True
1.5,1,8,3,False,False,False,False,False,False,True
1.52,1,9,3,False,False,False,False,False,False,True
1.0,1,10,3,False,False,False,False,False,False,True
0.23,1,11,3,False,False,False,False,False,False,True
0.21,0,12,3,False,False,False,False,False,False,True
0.71,0,13,3,False,False,False,False,False,False,True
1.92,1,14,3,False,False,False,False,False,False,True
1.31,1,15,3,False,False,False,False,False,False,True
0.53,1,16,3,False,False,False,False,False,False,True
0.38,1,17,3,False,False,False,False,False,False,True
0.44,1,18,3,False,False,False,False,False,False,True
0.43,1,19,3,False,False,False,False,False,False,True
0.56,1,20,3,False,False,False,False,False,False,True
0.47,1,21,3,False,False,False,False,False,False,True
0.29,1,22,3,False,False,False,False,False,False,True
0.26,1,23,3,False,False,False,False,False,False,True
0.26,1,0,4,False,False,False,False,False,False,True
0.16,1,1,4,False,False,False,False,False,False,True
0.13,1,2,4,False,False,False,False,False,False,True
0.55,1,3,4,False,False,False,False,False,False,True
0.61,1,4,4,False,False,False,False,False,False,True
0.21,1,5,4,False,False,False,False,False,False,True
0.38,1,6,4,False,False,False,False,False,False,True
0.34,1,7,4,False,False,False,False,False,False,True
0.2,1,8,4,False,False,False,False,False,False,True
0.4,1,9,4,False,False,False,False,False,False,True
0.54,1,10,4,False,False,False,False,False,False,True
0.55,1,11,4,False,False,False,False,False,False,True
0.56,1,12,4,False,False,False,False,False,False,True
0.49,1,13,4,False,False,False,False,False,False,True
0.44,1,14,4,False,False,False,False,False,False,True
0.55,1,15,4,False,False,False,False,False,False,True
0.39,1,16,4,False,False,False,False,False,False,True
0.24,1,17,4,False,False,False,False,False,False,True
0.14,0,18,4,False,False,False,False,False,False,True
0.24,1,19,4,False,False,False,False,False,False,True
0.38,1,20,4,False,False,False,False,False,False,True
0.36,1,21,4,False,False,False,False,False,False,True
0.35,1,22,4,False,False,False,False,False,False,True
0.28,1,23,4,False,False,False,False,False,False,True
0.22,1,0,5,False,False,False,False,False,False,True
0.21,1,1,5,False,False,False,False,False,False,True
0.2,1,2,5,False,False,False,False,False,False,True
0.14,1,3,5,False,False,False,False,False,False,True
0.14,1,4,5,False,False,False,False,False,False,True
0.21,1,5,5,False,False,False,False,False,False,True
0.29,1,6,5,False,False,False,False,False,False,True
0.17,1,7,5,False,False,False,False,False,False,True
0.38,1,8,5,False,False,False,False,False,False,True
0.38,1,9,5,False,False,False,False,False,False,True
0.38,1,10,5,False,False,False,False,False,False,True
5.21,1,11,5,False,False,False,False,False,False,True
11.84,1,12,5,False,False,False,False,False,False,True
12.05,1,13,5,False,False,False,False,False,False,True
11.39,1,14,5,False,False,False,False,False,False,True
0.3,1,15,5,False,False,False,False,False,False,True
0.55,1,16,5,False,False,False,False,False,False,True
0.3,1,17,5,False,False,False,False,False,False,True
0.28,1,18,5,False,False,False,False,False,False,True
0.33,1,19,5,False,False,False,False,False,False,True
0.32,1,20,5,False,False,False,False,False,False,True
0.23,1,21,5,False,False,False,False,False,False,True
0.32,1,22,5,False,False,False,False,False,False,True
0.25,1,23,5,False,False,False,False,False,False,True
0.23,1,0,6,False,False,False,False,False,False,True
0.14,1,1,6,False,False,False,False,False,False,True
0.14,1,2,6,False,False,False,False,False,False,True
0.13,1,3,6,False,False,False,False,False,False,True
0.44,1,4,6,False,False,False,False,False,False,True
0.34,1,5,6,False,False,False,False,False,False,True
0.31,1,6,6,False,False,False,False,False,False,True
0.42,1,7,6,False,False,False,False,False,False,True
0.41,1,8,6,False,False,False,False,False,False,True
0.41,1,9,6,False,False,False,False,False,False,True
0.71,1,10,6,False,False,False,False,False,False,True
0.51,1,11,6,False,False,False,False,False,False,True
0.43,1,12,6,False,False,False,False,False,False,True
0.23,1,13,6,False,False,False,False,False,False,True
10.31,1,14,6,False,False,False,False,False,False,True
0.4,1,15,6,False,False,False,False,False,False,True
0.73,1,16,6,False,False,False,False,False,False,True
1.79,1,17,6,False,False,False,False,False,False,True
0.8,1,18,6,False,False,False,False,False,False,True
1.13,1,19,6,False,False,False,False,False,False,True
0.61,1,20,6,False,False,False,False,False,False,True
0.54,1,21,6,False,False,False,False,False,False,True
0.25,1,22,6,False,False,False,False,False,False,True
0.19,1,23,6,False,False,False,False,False,False,True
0.15,1,0,0,False,False,False,False,False,False,True
0.16,1,1,0,False,False,False,False,False,False,True
0.16,1,2,0,False,False,False,False,False,False,True
0.15,1,3,0,False,False,False,False,False,False,True
0.15,1,4,0,False,False,False,False,False,False,True
0.54,1,5,0,False,False,False,False,False,False,True
0.39,1,6,0,False,False,False,False,False,False,True
0.22,1,7,0,False,False,False,False,False,False,True
0.4,1,8,0,False,False,False,False,False,False,True
0.33,1,9,0,False,False,False,False,False,False,True
0.16,1,10,0,False,False,False,False,False,False,True
0.2,1,11,0,False,False,False,False,False,False,True
3.91,1,12,0,False,False,False,False,False,False,True
11.88,1,13,0,False,False,False,False,False,False,True
8.7,1,14,0,False,False,False,False,False,False,True
0.5,1,15,0,False,False,False,False,False,False,True
2.52,1,16,0,False,False,False,False,False,False,True
0.53,1,17,0,False,False,False,False,False,False,True
0.24,1,18,0,False,False,False,False,False,False,True
0.35,1,19,0,False,False,False,False,False,False,True
0.36,1,20,0,False,False,False,False,False,False,True
0.27,1,21,0,False,False,False,False,False,False,True
0.27,1,22,0,False,False,False,False,False,False,True
1.7,1,23,0,False,False,False,False,False,False,True
3.77,1,0,1,False,False,False,False,False,False,True
2.66,1,1,1,False,False,False,False,False,False,True
0.68,1,2,1,False,False,False,False,False,False,True
0.16,1,3,1,False,False,False,False,False,False,True
1.47,1,4,1,False,False,False,False,False,False,True
0.74,1,5,1,False,False,False,False,False,False,True
0.23,1,6,1,False,False,False,False,False,False,True
0.28,1,7,1,False,False,False,False,False,False,True
0.18,0,8,1,False,False,False,False,False,False,True
0.16,0,9,1,False,False,False,False,False,False,True
0.15,0,10,1,False,False,False,False,False,False,True
0.16,0,11,1,False,False,False,False,False,False,True
0.16,0,12,1,False,False,False,False,False,False,True
0.14,0,13,1,False,False,False,False,False,False,True
0.13,0,14,1,False,False,False,False,False,False,True
0.12,0,15,1,False,False,False,False,False,False,True
0.13,0,16,1,False,False,False,False,False,False,True
0.09,0,17,1,False,False,False,False,False,False,True
0.13,0,18,1,False,False,False,False,False,False,True
0.17,0,19,1,False,False,False,False,False,False,True
0.13,0,20,1,False,False,False,False,False,False,True
0.17,0,21,1,False,False,False,False,False,False,True
0.12,0,22,1,False,False,False,False,False,False,True
0.15,0,23,1,False,False,False,False,False,False,True
0.12,0,0,2,False,False,False,False,False,False,True
0.15,0,1,2,False,False,False,False,False,False,True
0.11,0,2,2,False,False,False,False,False,False,True
0.15,0,3,2,False,False,False,False,False,False,True
0.12,0,4,2,False,False,False,False,False,False,True
0.12,0,5,2,False,False,False,False,False,False,True
0.11,0,6,2,False,False,False,False,False,False,True
0.1,0,7,2,False,False,False,False,False,False,True
0.09,0,8,2,False,False,False,False,False,False,True
0.51,0,9,2,False,False,False,False,False,False,True
0.17,0,10,2,False,False,False,False,False,False,True
0.13,0,11,2,False,False,False,False,False,False,True
0.12,0,12,2,False,False,False,False,False,False,True
0.11,0,13,2,False,False,False,False,False,False,True
0.1,0,14,2,False,False,False,False,False,False,True
0.11,0,15,2,False,False,False,False,False,False,True
0.15,0,16,2,False,False,False,False,False,False,True
0.08,0,17,2,False,False,False,False,False,False,True
0.09,0,18,2,False,False,False,False,False,False,True
0.15,0,19,2,False,False,False,False,False,False,True
0.13,0,20,2,False,False,False,False,False,False,True
0.14,0,21,2,False,False,False,False,False,False,True
0.15,0,22,2,False,False,False,False,False,False,True
0.13,0,23,2,False,False,False,False,False,False,True
0.12,0,0,3,False,False,False,False,False,False,True
0.15,0,1,3,False,False,False,False,False,False,True
0.12,0,2,3,False,False,False,False,False,False,True
0.1,0,3,3,False,False,False,False,False,False,True
0.12,0,4,3,False,False,False,False,False,False,True
